Sample:	'Red_filter_silica
428.00	0.007
427.50	0.007
427.00	0.007
426.50	0.007
426.00	0.008
425.50	0.008
425.00	0.008
424.50	0.008
424.00	0.007
423.50	0.007
423.00	0.008
422.50	0.009
422.00	0.011
421.50	0.012
421.00	0.011
420.50	0.011
420.00	0.010
419.50	0.009
419.00	0.008
418.50	0.007
418.00	0.006
417.50	0.006
417.00	0.007
416.50	0.008
416.00	0.009
415.50	0.010
415.00	0.011
414.50	0.012
414.00	0.012
413.50	0.012
413.00	0.011
412.50	0.010
412.00	0.009
411.50	0.008
411.00	0.008
410.50	0.009
410.00	0.009
409.50	0.009
409.00	0.009
408.50	0.008
408.00	0.007
407.50	0.005
407.00	0.005
406.50	0.005
406.00	0.007
405.50	0.008
405.00	0.009
404.50	0.010
404.00	0.009
403.50	0.009
403.00	0.008
402.50	0.008
402.00	0.007
401.50	0.007
401.00	0.006
400.50	0.005
400.00	0.004
399.50	0.004
399.00	0.004
398.50	0.005
398.00	0.007
397.50	0.009
397.00	0.010
396.50	0.011
396.00	0.010
395.50	0.008
395.00	0.007
394.50	0.007
394.00	0.008
393.50	0.010
393.00	0.010
392.50	0.009
392.00	0.008
391.50	0.007
391.00	0.005
390.50	0.005
390.00	0.006
389.50	0.008
389.00	0.009
388.50	0.007
388.00	0.004
387.50	0.001
387.00	0.000
386.50	0.001
386.00	0.002
385.50	0.004
385.00	0.004
384.50	0.005
384.00	0.006
383.50	0.007
383.00	0.008
382.50	0.008
382.00	0.008
381.50	0.008
381.00	0.007
380.50	0.007
380.00	0.008
379.50	0.009
379.00	0.010
378.50	0.011
378.00	0.008
377.50	0.006
377.00	0.005
376.50	0.006
376.00	0.008
375.50	0.009
375.00	0.011
374.50	0.011
374.00	0.008
373.50	0.005
373.00	0.001
372.50	-0.001
372.00	0.002
371.50	0.006
371.00	0.009
370.50	0.012
370.00	0.013
369.50	0.014
369.00	0.015
368.50	0.015
368.00	0.017
367.50	0.019
367.00	0.020
366.50	0.020
366.00	0.016
365.50	0.010
365.00	0.004
364.50	-0.002
364.00	-0.007
363.50	-0.010
363.00	-0.009
362.50	-0.006
362.00	-0.002
361.50	0.001
361.00	0.004
360.50	0.006
360.00	0.009
359.50	0.011
359.00	0.014
358.50	0.018
358.00	0.020
357.50	0.016
357.00	0.010
356.50	0.001
356.00	-0.006
355.50	-0.012
355.00	-0.014
354.50	-0.015
354.00	-0.009
353.50	-0.001
353.00	0.010
352.50	0.015
352.00	0.021
351.50	0.021
351.00	0.015
350.50	0.001
350.00	-0.009
349.50	-0.010
349.00	0.003
348.50	0.021
348.00	0.039
347.50	0.046
347.00	0.047
346.50	0.045
346.00	0.036
345.50	0.017
345.00	0.001
344.50	-0.013
344.00	-0.015
343.50	-0.017
343.00	-0.013
342.50	-0.010
342.00	0.012
341.50	0.022
341.00	0.028
340.50	0.022
340.00	0.018
339.50	0.017
339.00	0.046
338.50	0.071
338.00	0.091
337.50	0.105
337.00	0.103
336.50	0.073
336.00	0.036
335.50	-0.024
335.00	-0.066
334.50	-0.099
334.00	-0.123
333.50	-0.150
333.00	-0.166
332.50	-0.175
332.00	-0.137
331.50	-0.093
331.00	-0.062
330.50	-0.039
330.00	-0.012
329.50	0.018
329.00	0.047
328.50	0.058
328.00	0.063
327.50	0.073
327.00	0.087
326.50	0.093
326.00	0.066
325.50	0.004
325.00	-0.051
324.50	-0.075
324.00	-0.090
323.50	-0.088
323.00	-0.074
322.50	-0.044
322.00	0.033
321.50	0.133
321.00	0.217
320.50	0.265
320.00	0.276
319.50	0.268
319.00	0.250
318.50	0.191
318.00	0.105
317.50	0.010
317.00	-0.074
316.50	-0.109
316.00	-0.116
315.50	-0.111
315.00	-0.094
314.50	-0.068
314.00	-0.042
313.50	-0.022
313.00	-0.011
312.50	-0.006
312.00	0.024
311.50	0.074
311.00	0.118
310.50	0.139
310.00	0.124
309.50	0.074
309.00	0.014
308.50	-0.027
308.00	-0.062
307.50	-0.053
307.00	-0.019
306.50	0.025
306.00	0.058
305.50	0.067
305.00	0.045
304.50	0.005
304.00	-0.053
303.50	-0.096
303.00	-0.112
302.50	-0.106
302.00	-0.084
301.50	-0.069
301.00	-0.081
300.50	-0.104
300.00	-0.135

